,Unnamed: 0,Internet usage_no time at all,Rock,Cars,Reliability,Decision making,Movies,Elections,Celebrities,Self-criticism,Judgment calls,Hypochondria,Empathy,Art exhibitions,Theatre,Eating to survive,Giving,Storm,Classical music,Rats,Flying,Compassion to animals,Borrowed stuff,Loneliness,Musical instruments,Cheating in school,Health,Law,Dance,Changing the past,Appearence and gestures,Romantic,God,Science and technology,Physics,Dreams,Charity,Foreign languages,Number of friends,Darkness,Prioritising workload,Passwords,Emails
81,81,0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,2,3.0,1.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,5.0,2.0,3,2.0,4.0,5,2.0,3.0,Default,82@survey.com
82,82,0,5.0,1.0,3.0,4.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,5.0,3.0,5,2.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,2.0,1.0,3,1.0,4.0,1,5.0,1.0,Default,83@survey.com
83,83,0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,4.0,1.0,5.0,3.0,5.0,1,5.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,3,3.0,4.0,4,5.0,3.0,Default,84@survey.com
84,84,0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,3.0,5.0,3,3.0,1.0,5.0,1.0,1.0,5.0,4.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,5,1.0,5.0,5,1.0,4.0,Default,85@survey.com
85,85,0,4.0,3.0,4.0,3.0,5.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,2,4.0,3.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,3,3.0,3.0,4,4.0,1.0,Default,86@survey.com
86,86,0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,5.0,5.0,3,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,4.0,4,3.0,4.0,3,4.0,2.0,Default,87@survey.com
87,87,0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,4.0,5.0,1.0,5.0,2.0,4.0,1,5.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,1.0,3,1.0,5.0,3,2.0,4.0,Default,88@survey.com
88,88,0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4,3.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0,2.0,5.0,3.0,1.0,3,3.0,5.0,3,2.0,1.0,Default,89@survey.com
89,89,0,5.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4,2.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,1.0,1.0,3,3.0,4.0,3,2.0,3.0,Default,90@survey.com
90,90,0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,1.0,5.0,1.0,2.0,4,4.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0,1.0,3.0,5.0,3.0,4.0,5.0,3.0,1.0,4,3.0,4.0,3,1.0,1.0,Default,91@survey.com
91,91,0,5.0,1.0,3.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3,3.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,3,2.0,5.0,3,1.0,3.0,Default,92@survey.com
92,92,0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,5.0,4.0,1.0,3.0,5.0,4.0,3,2.0,1.0,4.0,1.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0,4,3.0,5.0,4,2.0,2.0,Default,93@survey.com
93,93,0,3.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4,1.0,4.0,4.0,1.0,5.0,2.0,4.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,2,1.0,2.0,5,2.0,1.0,Default,94@survey.com
94,94,0,3.0,4.0,3.0,2.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,5.0,4.0,2.0,5.0,3.0,4.0,1.0,1.0,4.0,1.0,2,1.0,4.0,2,1.0,2.0,Default,95@survey.com
95,95,0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,4,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,4,3.0,4.0,4,2.0,1.0,Default,96@survey.com
96,96,0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,4,1.0,1.0,3,1.0,1.0,Default,97@survey.com
97,97,0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,5.0,1.0,2.0,2.0,5.0,2.0,3.0,5.0,4.0,1.0,4,2.0,4.0,2,2.0,1.0,Default,98@survey.com
98,98,0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,1.0,3,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,3.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,3,1.0,5.0,4,1.0,1.0,Default,99@survey.com
99,99,0,2.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,1.0,5.0,2.0,3.0,1,3.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,3,1.0,4.0,2,3.0,4.0,Default,100@survey.com
100,100,0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,1.0,5.0,3.0,3.0,1,5.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,4,2.0,4.0,5,3.0,5.0,Default,101@survey.com
101,101,0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1,1.0,1.0,3.0,3.0,2.0,3.0,5.0,3.0,1.0,5.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,3.0,1.0,4,3.0,3.0,4,1.0,1.0,Default,102@survey.com
102,102,0,5.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3,3.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4,5.0,5.0,3,4.0,5.0,Default,103@survey.com
103,103,0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,3,1.0,5.0,2,1.0,4.0,Default,104@survey.com
104,104,0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,3.0,4.0,3.0,1,1.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,4,3.0,3.0,3,1.0,4.0,Default,105@survey.com
105,105,0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,5,3.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,3,2.0,3.0,2,1.0,3.0,Default,106@survey.com
106,106,0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,4,4.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,1.0,3,2.0,5.0,4,1.0,4.0,Default,107@survey.com
107,107,0,4.0,4.0,5.0,1.0,3.0,4.0,1.0,4.0,5.0,1.0,3.0,5.0,5.0,1,5.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,3,1.0,1.0,5,5.0,1.0,Default,108@survey.com
108,108,0,4.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,4.0,1.0,5.0,1.0,3.0,2,1.0,1.0,4.0,2.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2,2.0,4.0,1,2.0,2.0,Default,109@survey.com
109,109,0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,3,3.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3,2.0,3.0,3,3.0,1.0,Default,110@survey.com
110,110,0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,2,3.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,4,1.0,4.0,3,2.0,1.0,Default,111@survey.com
111,111,0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4,2.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,2,3.0,5.0,5,2.0,1.0,Default,112@survey.com
112,112,0,3.0,1.0,4.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,5.0,4.0,5.0,2,2.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,3,3.0,4.0,3,3.0,4.0,Default,113@survey.com
113,113,0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2,2.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,1.0,2.0,2.0,4,2.0,1.0,3,3.0,3.0,Default,114@survey.com
114,114,0,4.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,4.0,1,2.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,4,1.0,5.0,4,2.0,3.0,Default,115@survey.com
115,115,0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,1,3.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,3,3.0,5.0,3,4.0,1.0,Default,116@survey.com
116,116,0,5.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,2,4.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,2.0,3,1.0,4.0,1,5.0,1.0,Default,117@survey.com
117,117,0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,3,3.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,3,1.0,2.0,1,2.0,1.0,Default,118@survey.com
118,118,0,4.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,1,2.0,1.0,4.0,1.0,2.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4,2.0,3.0,2,1.0,3.0,Default,119@survey.com
119,119,0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,5.0,2.0,5.0,2.0,2.0,2,1.0,2.0,3.0,1.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,3,2.0,1.0,2,1.0,4.0,Default,120@survey.com
120,120,0,5.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,5.0,1,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,3,1.0,4.0,1,2.0,2.0,Default,121@survey.com
121,121,0,4.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,4,2.0,1.0,2.0,3.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,4,1.0,2.0,3,1.0,4.0,Default,122@survey.com
122,122,0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,1.0,4.0,5.0,5.0,2,4.0,2.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,4,2.0,3.0,3,1.0,4.0,Default,123@survey.com
123,123,0,5.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2,3.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4,2.0,3.0,3,1.0,2.0,Default,124@survey.com
124,124,0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,4.0,2,4.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,5.0,3.0,4,4.0,4.0,4,1.0,2.0,Default,125@survey.com
125,125,0,4.0,1.0,4.0,3.0,5.0,5.0,1.0,4.0,3.0,2.0,5.0,4.0,5.0,4,4.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4,4.0,4.0,4,2.0,3.0,Default,126@survey.com
126,126,0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,1,5.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,3,1.0,5.0,2,5.0,5.0,Default,127@survey.com
127,127,0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,4,2.0,2.0,4.0,2.0,1.0,4.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3,3.0,4.0,3,2.0,2.0,Default,128@survey.com
128,128,0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,2,3.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,3.0,5.0,1,1.0,1.0,Default,129@survey.com
129,129,0,5.0,1.0,4.0,3.0,5.0,5.0,1.0,4.0,5.0,2.0,5.0,3.0,1.0,1,2.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,5.0,3.0,1.0,3,2.0,3.0,4,4.0,3.0,Default,130@survey.com
130,130,0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,1,3.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,4,2.0,4.0,4,3.0,3.0,Default,131@survey.com
131,131,0,2.0,4.0,2.0,3.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,3.0,4,1.0,2.0,2.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,3.0,3.0,5.0,1.0,3.0,4.0,1.0,2,1.0,4.0,4,3.0,1.0,Default,132@survey.com
132,132,0,4.0,1.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,3.0,4.0,1.0,2.0,3,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,2.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,4,1.0,5.0,1,2.0,4.0,Default,133@survey.com
133,133,0,3.0,1.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0,1.0,4.0,5.0,5.0,3,4.0,3.0,4.0,2.0,3.0,5.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,3,2.0,4.0,3,5.0,5.0,Default,134@survey.com
134,134,0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,3.0,4.0,5,1.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,2.0,3,1.0,3.0,3,3.0,5.0,Default,135@survey.com
135,135,0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,2,2.0,4.0,5.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,4,2.0,5.0,3,5.0,1.0,Default,136@survey.com
136,136,0,3.0,2.0,4.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,3.0,1.0,5.0,1,2.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3,2.0,3.0,3,2.0,2.0,Default,137@survey.com
137,137,0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,2,4.0,2.0,5.0,1.0,5.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3,1.0,5.0,1,2.0,3.0,Default,138@survey.com
138,138,0,1.0,1.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,2,1.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,5.0,3.0,5.0,5.0,2.0,1.0,3,3.0,5.0,4,1.0,2.0,Default,139@survey.com
139,139,0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,2,1.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,4,3.0,4.0,3,4.0,2.0,Default,140@survey.com
140,140,0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,5.0,1.0,4.0,5.0,4.0,4,4.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,3,4.0,5.0,4,2.0,4.0,Default,141@survey.com
141,141,0,5.0,1.0,5.0,1.0,3.0,5.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,2,1.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,3,1.0,5.0,3,4.0,5.0,Default,142@survey.com
142,142,0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,3,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,5.0,2.0,4.0,3.0,1.0,4.0,2.0,5.0,1.0,2,4.0,3.0,2,1.0,3.0,Default,143@survey.com
143,143,0,4.0,4.0,5.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,1,1.0,3.0,1.0,5.0,2.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,4,1.0,3.0,3,4.0,2.0,Default,144@survey.com
144,144,0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,2,1.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,2,1.0,3.0,1,1.0,5.0,Default,145@survey.com
145,145,0,4.0,1.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,1,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4,3.0,4.0,3,4.0,2.0,Default,146@survey.com
146,146,0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,1,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,1.0,3,3.0,5.0,3,1.0,3.0,Default,147@survey.com
147,147,0,5.0,2.0,5.0,3.0,5.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3,2.0,1.0,2.0,2.0,1.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,5.0,4,3.0,4.0,1,1.0,4.0,Default,148@survey.com
148,148,0,3.0,1.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,5,3.0,2.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3,2.0,4.0,3,2.0,3.0,Default,149@survey.com
149,149,0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,3,2.0,3.0,2,2.0,3.0,Default,150@survey.com
150,150,0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,1,5.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,3.0,4,2.0,4.0,3,2.0,2.0,Default,151@survey.com
151,151,0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,3.0,4.0,3,2.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4,1.0,2.0,3,1.0,1.0,Default,152@survey.com
152,152,0,4.0,1.0,3.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,5.0,1.0,2.0,1,5.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,3,3.0,5.0,5,3.0,1.0,Default,153@survey.com
153,153,0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,1,2.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,3,2.0,3.0,3,2.0,2.0,Default,154@survey.com
154,154,0,5.0,2.0,5.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2,1.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,5.0,4.0,3,2.0,5.0,3,2.0,4.0,Default,155@survey.com
155,155,0,3.0,2.0,5.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,2.0,2,5.0,5.0,1,5.0,5.0,Default,156@survey.com
156,156,0,5.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,3,5.0,5.0,3,1.0,3.0,Default,157@survey.com
157,157,0,4.0,2.0,3.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0,2,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,4,1.0,2.0,5,1.0,2.0,Default,158@survey.com
158,158,0,4.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,2,3.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,3,2.0,4.0,2,2.0,4.0,Default,159@survey.com
159,159,0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3,3.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,3,3.0,4.0,4,3.0,3.0,Default,160@survey.com
160,160,0,5.0,4.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,1,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,3,4.0,4.0,3,1.0,1.0,Default,161@survey.com
161,161,0,5.0,1.0,3.0,3.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2,3.0,4.0,3,1.0,2.0,Default,162@survey.com
162,162,0,3.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1,3.0,1.0,5.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,3,1.0,5.0,3,1.0,2.0,Default,163@survey.com
